,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
22165,Seven Sins (Operation Raw Anthem) - Radio Version,Digital Mindz,spotify:track:1oxoAr52bIXNWtwycjV2vd,0.566,0.903,-4.02,0.0794,0.00695,0.000102,0.33,0.689,147.005,0
22166,Endless Affection (Affection Festival 2019 Anthem),Adrenalize,spotify:track:7hEAYy0gIRgR7JC4TO3gC1,0.477,0.743,-6.57,0.0292,0.0227,0.514,0.389,0.0983,149.943,5
22167,Rebirth (Official Algorythm 2020 Anthem),Betavoice,spotify:track:3yBd5JHqS5Fnac2kZDARza,0.48,0.953,-4.121,0.0536,0.0788,2.24e-05,0.34,0.487,149.918,0
22168,De Barman (Snowbass Festival 2020 Anthem),Bestia,spotify:track:6nTQpWa6VyKIXtZWr5ZO0G,0.468,0.941,-4.683,0.0925,0.095,0.000738,0.352,0.166,149.929,0
22169,Highscore (EPIQ 2019 Anthem),Devin Wild,spotify:track:05gdtfiFD7NZrWlxS1QYqt,0.501,0.962,-4.193,0.0526,0.0621,0.00752,0.306,0.325,149.953,0
22170,Lost in Dreams - Alpha2 Remix,Mike NRG,spotify:track:5yQQ43j4iQA1DF82jFZIQ3,0.412,0.925,-2.611,0.042,0.0568,6.92e-06,0.177,0.384,75.009,1
22171,Next Level - Original Mix,D-Block & S-te-Fan,spotify:track:7DkcrthbbJU5LsvhYUHIbm,0.491,0.903,-2.916,0.0419,0.00397,5.1e-05,0.837,0.219,150.009,4
22172,Rockin' Ur Mind - Edit,Headhunterz,spotify:track:2SWXY464AgSEJubk9WHaKp,0.584,0.968,-2.357,0.0743,0.0096,1.12e-06,0.119,0.582,149.992,0
22173,Realization Of A Dream - Original Mix,Headhunterz,spotify:track:3dH8QDc6hoo0L7vrdpK8qe,0.519,0.965,-4.936,0.0421,0.0106,7.08e-05,0.36,0.658,150.031,0
22174,Exception,Various Artists,spotify:track:7bezscx82W19GltLbjLTp0,0.568,0.939,-1.943,0.0476,0.0345,2.61e-06,0.107,0.299,149.997,0
22175,Ain't Nobody - Original Edit,The Pitcher,spotify:track:2OSTMyYSAY9dDZFF31FzBK,0.55,0.985,-5.729,0.0614,0.0305,0.327,0.163,0.391,150.0,0
22176,Music Made Addict - Headhunterz & Wildstylez Radio Edit,Headhunterz,spotify:track:39noWRTdpbW0PHVR7Hz6A1,0.546,0.946,-4.938,0.0419,0.0042,0.00039,0.145,0.488,149.952,0
22177,TMU,Various Artists,spotify:track:4Hem0rc8w8DArcwu3mRvQf,0.405,0.943,-3.002,0.0729,0.016,0.000301,0.552,0.2,150.008,4
22178,D.W.X. - Original,Coone,spotify:track:4IawNNTvYujmjZMUDuTrdU,0.568,0.981,-4.619,0.0604,0.0139,0.129,0.0474,0.565,146.998,0
22179,#Tweekay14 - Radio Version,Da Tweekaz,spotify:track:2ZOfAKlR2xA3xzQU1inWlE,0.574,0.953,-6.153,0.123,0.0026,0.0609,0.092,0.193,150.021,0
22180,Bella Nova - Edit,Various Artists,spotify:track:42TYZhTR2HAjLKJozPhiSp,0.448,0.957,-4.631,0.0414,0.00304,0.0611,0.0619,0.285,150.087,0
22181,The Power Of Music,Various Artists,spotify:track:4lJBukqoEykDrxvaJyYDB5,0.26,0.972,-2.242,0.0656,0.0506,0.332,0.0946,0.104,149.493,0
22182,I Want Your Love - Radio Edit,Various Artists,spotify:track:5Br7NvQ9aJf4yuxQ558Aqw,0.473,0.968,-1.005,0.0715,0.0214,0.0135,0.183,0.362,149.858,0
22183,Get Hit,Crypsis,spotify:track:3cJ4XfbWGhECKt4HaTRxnK,0.535,0.921,-4.948,0.359,0.149,0.000287,0.115,0.272,74.976,6
22184,Restart - Edit,Headhunterz,spotify:track:2fGz2tmS3ebyA1YSIwKjcW,0.36,0.834,-5.408,0.0436,0.00809,0.0011,0.842,0.142,149.95,4
22185,Starscream - Original Mix,Atmozfears,spotify:track:0J5JoKsevT2l7C5yyehABL,0.452,0.987,-2.597,0.084,0.00169,0.0737,0.0913,0.285,146.963,0
22186,State of Mind (feat. in-Phase),Atmozfears,spotify:track:5WTmrixfzOiavoZr5JzEv4,0.279,0.854,-6.029,0.0365,0.00132,0.839,0.821,0.0747,144.985,4
22187,Wake Up!,Brennan Heart,spotify:track:5M2urKCPnhOPNeGCi6Jm9W,0.713,0.924,-4.397,0.0843,0.0229,0.000884,0.159,0.136,149.976,0
22188,Down Down - Edit,Brennan Heart,spotify:track:5qrA19vtUaNBSPLFmCmVg9,0.606,0.885,-5.384,0.0524,0.0652,0.00681,0.0424,0.14,148.016,0
22189,Parachutes - Edit,Various Artists,spotify:track:0MRPneioS7gy8EfWFYG9LJ,0.612,0.519,-5.625,0.0397,0.0146,0.000432,0.086,0.207,150.053,1
22190,Clear - Radio Edit,Various Artists,spotify:track:5QhMysgufmH0lm2uTAJ59c,0.607,0.877,-5.786,0.0503,0.167,0.0141,0.0822,0.53,149.932,3
22191,Bringing The Funk - Zatox Remix Edit,Various Artists,spotify:track:5MIZq1eSE9jMONHeRvbfK0,0.479,0.835,-2.837,0.0384,0.00544,0.000229,0.0669,0.205,148.231,0
22192,Starlights,Various Artists,spotify:track:2Sryw3JrN8nO0DcWMoAOAo,0.608,0.88,-3.893,0.0555,0.00942,0.58,0.0515,0.206,150.013,5
22193,The Attack,Various Artists,spotify:track:71zsM9IpHLPgN8yRE8eex0,0.574,0.827,-3.891,0.0486,0.016,0.000658,0.187,0.376,150.003,0
22194,Party On! - Original Edit,Slim Shore,spotify:track:4fXKWqq4flCs863so5R4bW,0.483,0.683,-6.903,0.0364,0.0105,0.000149,0.106,0.12,149.841,0
22195,Tarantula - Extended Version,Tuneboy,spotify:track:6WsQvlezYjTVYq1bR6shFX,0.542,0.929,-2.354,0.057,0.0305,0.000749,0.211,0.348,144.996,0
22196,Evolutionz (2011 Refixx) - CD Version,D-Block & S-te-Fan,spotify:track:59DzOSrtpY8vkc69HBMvKh,0.441,0.902,-3.283,0.109,0.00775,0.0794,0.1,0.228,148.348,0
22197,Can't Hold Me Back - Edit,Various Artists,spotify:track:7vb8LHmi2IQS6XIuxgLasQ,0.451,0.86,-3.527,0.0315,0.191,7.7e-06,0.0885,0.364,74.961,1
22198,Robot - Original,Various Artists,spotify:track:5iksELvoHNko5P8bkrpAg0,0.527,0.871,-5.393,0.0367,0.0791,1.25e-06,0.131,0.191,150.004,0
22199,What We Live For,Toneshifterz,spotify:track:56LWYxNz0hrh8DiWmhccWg,0.292,0.92,-4.103,0.0501,0.544,0.336,0.102,0.313,149.99,0
22200,Liberty,Various Artists,spotify:track:18yzsjwfW1T9NuUMd1ogMS,0.459,0.981,-4.463,0.0813,0.00364,0.396,0.674,0.311,150.069,4
22201,She Goes - Original Mix,Atmozfears,spotify:track:15ivz5SqeKDfFyUQZqdhzF,0.655,0.931,-4.839,0.0587,0.0158,0.325,0.0746,0.0378,148.008,0
22202,Activated - Original Mix,Code Black,spotify:track:11gUFGMYz0HLCSxLyfrO36,0.55,0.986,-2.898,0.0688,0.00458,0.00301,0.096,0.34,150.0,0
22203,New Moon - Original Edit,Omegatypez,spotify:track:2ROTVgTovYv7Z4VS6f2908,0.546,0.96,-7.516,0.0761,0.00836,0.14,0.22,0.256,152.053,0
22204,Devotion - Original,Outlander,spotify:track:262dT1rNMMhvIF4YvAaBIX,0.595,0.989,-3.854,0.0697,0.0262,0.1,0.0404,0.527,150.011,0
22205,No Worries,Peacekeeper,spotify:track:21Gu7TguMU243TmwdFgXkn,0.544,0.873,-6.811,0.0348,0.141,0.146,0.09,0.658,150.02,3
22206,Daybreak - Original Edit,Rebourne,spotify:track:4RHYbTameomDfEXQhLvqxc,0.566,0.93,-6.06,0.0728,0.0346,0.00482,0.401,0.301,149.953,0
22207,Reality - Original Edit,Rebourne,spotify:track:1NrFETDsQF2sKqsOmhZzKf,0.679,0.868,-6.136,0.0835,0.0393,0.698,0.557,0.514,149.994,5
22208,Trigger - Edit,Rebourne,spotify:track:0x0Q3Mns2RIjVtQ1aHEB1m,0.583,0.964,-6.339,0.0675,0.0405,0.0563,0.665,0.413,154.995,4
22209,Hear My Voice - Original Mix,Various Artists,spotify:track:2rUVdFCe83bgZrigarBmsL,0.556,0.942,-3.885,0.0638,0.0145,1.36e-05,0.801,0.226,150.006,4
22210,Satellites - Original Edit,Rebourne,spotify:track:14PP2UouxHlTy2uCnXrGnj,0.522,0.918,-3.562,0.0513,0.00249,0.113,0.0277,0.605,150.066,0
22211,Total Domination - Original,Various Artists,spotify:track:3JLJxFchoZiCJQSewsz6SA,0.496,0.931,-3.476,0.036,0.045,0.000366,0.187,0.286,150.014,0
22212,Falling To Forever,Wildstylez,spotify:track:7jzrLCfijhRKgdnY5bUlJZ,0.448,0.959,-3.202,0.047,0.0273,0.682,0.134,0.314,148.012,5
22213,Savor Time - (Album Edit),The Pitcher,spotify:track:1f3mr077ssAfDq2w3GUjgS,0.657,0.964,-3.347,0.199,0.161,0.0,0.288,0.428,155.128,0
22214,Eyes On You - Original Mix,VA,spotify:track:2mWDG6e0taYXy8s17gYBup,0.459,0.929,-4.347,0.055,0.0601,0.000134,0.133,0.35,150.017,0
22215,Rapture - Radio Edit,Atmozfears,spotify:track:7vjyx8lUJoHprAVpGWba2Y,0.524,0.76,-4.711,0.0305,0.103,0.00408,0.607,0.0756,149.969,4
22216,Another Day - Original Mix,Atmozfears,spotify:track:5low33LifiI4quaiDPy3UY,0.513,0.938,-3.342,0.0675,0.00472,0.957,0.423,0.0394,150.011,5
22217,Brighter Day - Edit,Code Black,spotify:track:5zjAYzW0MGta39u2HTgaU1,0.691,0.573,-6.127,0.129,0.00677,0.0249,0.0554,0.262,150.005,1
22218,Tonight Will Never Die - Edit,Various Artists,spotify:track:67xnSJNqp8Wq8vkvjVgcZq,0.594,0.884,-3.485,0.0817,0.101,0.00282,0.0866,0.458,150.056,0
22219,Starting Over,Code Black,spotify:track:2P9wTvRnl45P0Tqk4WL7aK,0.566,0.942,-5.242,0.0566,0.015,0.221,0.246,0.336,149.911,0
22220,Weapons of Love,Da Tweekaz,spotify:track:4faZt0at4tf4ni5O7lprTX,0.498,0.925,-4.997,0.0351,0.0136,0.00778,0.119,0.308,149.973,0
22221,United Kids of the World (feat. Krewella),Headhunterz,spotify:track:61Cx5cbYUgDTA2m4SuKJ37,0.552,0.594,-6.449,0.0306,0.298,6.17e-05,0.262,0.287,149.907,0
22222,The Technician (Neilio Remix),Various Artists,spotify:track:1EIszYTS00shfcU5zKIIyL,0.585,0.977,-5.797,0.0563,0.00265,0.0409,0.339,0.489,149.984,0
22223,Hardstyle DNA (Radio),Refuzion Ft. POPR3B3L,spotify:track:3HRcrLUkUGcWJ3uvz1hIQt,0.451,0.952,-4.202,0.102,0.0114,0.00875,0.643,0.365,150.068,4
22224,5 Centimeters Per Second - Original Mix,Star Driver,spotify:track:0BigYC7cTovZh1hoDXHhHd,0.534,0.948,-3.6,0.0541,0.00753,0.0943,0.716,0.326,150.008,4
22225,Analogue Players In A Digital World,Various Artists,spotify:track:38VV0RIUJ0NxxF7ZZiIXdF,0.611,0.894,-4.93,0.04,0.00977,0.0343,0.444,0.0396,150.025,0
22226,A New Dimension,Zatox,spotify:track:2kKFtrtsn8GsG2cpHtxgtR,0.464,0.967,-3.829,0.0516,0.00769,1.72e-06,0.568,0.444,149.976,4
22227,Intervention - Radio Edit,Neilio,spotify:track:1stwTB0V0kbNFHaatD6WJb,0.431,0.943,-3.236,0.0557,0.00269,0.123,0.435,0.0442,149.956,0
22228,Ocarina (Brennan Heart Remix) - Edit,Brennan Heart,spotify:track:05iphBODFENmePTzkqp93v,0.328,0.839,-4.2,0.0972,0.00168,0.0,0.8,0.229,130.1,4
22229,I'm Gonna - Radio Edit,Betavoice,spotify:track:0MQdJD9PkRC4NGEwcpXlyj,0.548,0.935,-3.101,0.0446,0.00169,0.0702,0.603,0.109,145.023,4
22230,Gipsy On The Road - Original Mix,Lady Tom,spotify:track:6cYdxnyKf2ppuJUQCP2BkL,0.532,0.884,-3.976,0.0747,0.0947,0.0285,0.124,0.236,150.055,0
22231,Skyscraper - Radio Edit,Waverider,spotify:track:0TRfxcOZaipL5neNv4YwdH,0.396,0.965,-5.875,0.0543,0.00186,0.0684,0.274,0.0976,74.979,1
22232,Rise Up,Max Enforcer,spotify:track:1KRBzRDmGJ7pBc4Q8c73ZW,0.228,0.735,-3.25,0.04,0.0263,2.6e-06,0.117,0.233,147.357,0
22233,On Your Mark - Radio Edit,Atmozfears,spotify:track:6gPglRSqVQdOdxwoCzTvfG,0.604,0.992,-2.705,0.0972,0.358,0.0488,0.536,0.348,150.04,4
22234,Just As Easy - Original Mix,Brennan Heart,spotify:track:635jQYDaeSpal5Jl8YaMSP,0.522,0.952,-6.648,0.12,0.0519,0.0993,0.379,0.197,149.972,0
22235,Just As Easy - Wildstylez & SMD RMX,Brennan Heart,spotify:track:1esYCy5Q55mpPfps65RjvQ,0.217,0.913,-4.051,0.0537,0.0139,5.93e-05,0.0719,0.115,149.904,0
22236,Become - Wasted Penguinz remix,Da Tweekaz,spotify:track:72sC5cGTPDDMLClwa6qFLr,0.46,0.866,-6.497,0.0428,0.000771,0.0174,0.369,0.113,150.06,0
22237,Year Of Summer,Various Artists,spotify:track:5QM1J23EeWRooSIpAoLQ88,0.506,0.951,-3.685,0.042,0.0185,0.000186,0.37,0.722,148.001,0
22238,Oxygen - Radio Edit,Bass Modulators,spotify:track:39zVBBroMkbkYQYy9HkUV5,0.549,0.948,-5.428,0.0365,0.00973,0.0116,0.184,0.547,150.065,0
22239,Party Down,Various Artists,spotify:track:6nUTBOH3FB9zuVuirgVP2v,0.347,0.952,-7.267,0.0684,0.000202,0.0335,0.202,0.167,149.929,0
22240,Chasing Stars - Extended Mix,Various Artists,spotify:track:3Dy5HR8cKBBvA4QM71bXIh,0.51,0.997,-4.74,0.0793,0.0266,0.182,0.394,0.51,150.022,0
22241,Release - Radio Edit,Atmozfears,spotify:track:5PSR3ul57ZNTQi4Al6xtUz,0.428,0.915,-4.535,0.0643,0.00924,0.0,0.323,0.152,150.041,0
22242,Here Tonight - D-Block & S-Te-Fan Remix,Dash Berlin,spotify:track:0Q6IyIh7bOlrde6bXzLdZi,0.557,0.693,-4.882,0.0357,0.00315,0.0863,0.0641,0.385,146.993,0
22243,Airwave - Radio Edit,Rebourne,spotify:track:3TOON3AlEKvjMaemrDK4wk,0.586,0.765,-6.839,0.0326,0.177,0.0,0.0996,0.282,150.066,0
22244,Leave The World - Radio Edit,VA,spotify:track:0m53Ty4vGNuhQUPYKy3jIw,0.453,0.772,-5.939,0.0429,0.0567,0.0,0.118,0.4,148.003,0
22245,Leave The World - Live Edit,Bass Modulators,spotify:track:4uxmvGH5t6GNCqvLyPrJkj,0.558,0.829,-3.476,0.038,0.0949,0.000148,0.0635,0.276,149.98,0
22246,Sorrow - Extended Version,Wasted Penguinz,spotify:track:65U9V6YZJoQCeJTn7AbesX,0.509,0.945,-5.058,0.0517,0.00487,0.945,0.0907,0.123,150.023,5
22247,Dirty Style - Original Edit,Omegatypez,spotify:track:1FdfQx7PXvbUOcZOlQYdYF,0.478,0.956,-4.636,0.0469,0.0207,0.495,0.146,0.47,149.949,5
22248,Put This On Youtube - Wildstylez remix,Ambassador Inc,spotify:track:7jGdaP3DGbhL4JK7dcOpmi,0.511,0.88,-3.589,0.0354,0.00132,0.691,0.317,0.0373,150.005,5
22249,Living For The Future - Original Mix,Atmozfears,spotify:track:6MBZqbhB1T40FC3Dj2nvNO,0.448,0.967,-3.757,0.105,0.014,0.232,0.406,0.165,149.828,0
22250,Club Bizarre - Headhunterz & Noisecontrollers Remix,Various Artists,spotify:track:0Nqlj82nQj2rZqSGgGSTll,0.62,0.979,-3.937,0.0892,0.00931,0.0174,0.829,0.574,149.985,4
22251,Time to Be Free,Various Artists,spotify:track:5TWHAYd2lsYZi1tiNU0maX,0.562,0.975,-4.132,0.0928,0.00682,0.00229,0.276,0.228,149.961,0
22252,Halos - Edit,Frontliner,spotify:track:4hWr2sKjZMVKFFpMTRw0dg,0.504,0.959,-4.634,0.0404,0.0227,0.0132,0.205,0.47,149.936,0
22253,I'm The Melodyman - Radio Edit,Frontliner,spotify:track:1bhfSMon7DXsLeb5QMWPrl,0.559,0.924,-4.061,0.035,0.214,0.156,0.304,0.39,149.994,0
22254,Bamboozled - Original Mix,S-Dee,spotify:track:0yROxxtur38N3LJ1vTtFxY,0.536,0.922,-5.394,0.0507,0.251,0.543,0.104,0.439,75.0,1
22255,Play the game - Original Mix,Wasted Penguinz,spotify:track:4Q9OJliaTXUO7gGwdRIHri,0.633,0.818,-5.096,0.0619,0.0341,0.000627,0.0628,0.508,149.999,3
22256,Swagger - Radio Edit,Gunz For Hire,spotify:track:1jjDF11WFcR9pm7emVnomB,0.484,0.394,-7.115,0.0297,0.816,4.54e-06,0.0856,0.34,75.053,2
22257,Loud,Crisis Era,spotify:track:3fnFeykUt826DRfEJQ0EUd,0.502,0.795,-6.486,0.0292,0.259,0.00049,0.429,0.375,74.982,1
22258,Louder - Original Edit,D-Block & S-te-Fan,spotify:track:0odLjsTYrgvOAXAYny2uW8,0.683,0.867,-5.913,0.138,0.0902,0.0944,0.188,0.204,150.016,0
22259,Galaxy - Original Edit,Rebourne,spotify:track:00xpBArBCoGR7PEyyyuhwt,0.462,0.897,-3.962,0.062,0.0101,1.58e-05,0.0915,0.28,149.896,0
22260,Jumpp Upp - Original Mix,The Prophet,spotify:track:2NZlxmb67Do2bB46twXS5f,0.507,0.833,-3.107,0.0456,0.00169,0.00192,0.0491,0.195,149.971,0
22261,Crime For Love - Radio Edit,Sephyx,spotify:track:0wPqM50QS9aM4sQPXPCozE,0.664,0.956,-4.558,0.104,0.00928,0.101,0.0922,0.179,150.047,0
22262,I Love You - Radio Edit,Wasted Penguinz,spotify:track:3WRXIhJGjHSOWvHjQAWxaC,0.681,0.977,-6.15,0.0798,0.103,0.404,0.0893,0.134,149.987,5
22263,Radiance - Original Mix,Bass Modulators,spotify:track:3sm6TPyjOussigchHMgKA0,0.514,0.946,-4.032,0.0763,0.0472,0.0528,0.113,0.223,150.054,0
22264,Tonight,Headhunterz,spotify:track:6rYf2lTj7aCs2R4m8P2b4S,0.511,0.956,-3.579,0.041,0.121,0.519,0.204,0.358,149.99,5
22265,Fired Up ft. The Kemist - Original Mix,LNY TNZ,spotify:track:3B6KKM1OByoIQ8Y6NdAsOt,0.5,0.939,-3.935,0.165,0.00544,0.871,0.0882,0.559,150.006,5
22266,I Want To Party - Edit,Various Artists,spotify:track:1APVUCHVslnbzgn49k2K5a,0.515,0.908,-4.476,0.138,0.00544,0.745,0.304,0.293,149.997,5
22267,Tears Will Dry - Original Mix,A-Lusion,spotify:track:6DUjYsOi2Tc2IGKf6Zu0Ni,0.532,0.985,-3.207,0.0656,0.0055,0.45,0.51,0.386,150.026,4
22268,Imaginary - Edit,Brennan Heart,spotify:track:5irdIdByIFwZmKQroXthHV,0.292,0.917,-3.587,0.0567,0.00491,0.127,0.311,0.233,149.839,0
22269,World Premiere,Various Artists,spotify:track:3n6hlwR3PfjyEG7MrhCzF1,0.454,0.985,-4.04,0.137,0.000967,0.0013,0.246,0.648,75.024,1
22270,Nature's Gasp,Atmozfears,spotify:track:4QiuOtcwdoPriutjS1qeAQ,0.462,0.98,-3.399,0.0601,0.00111,0.00649,0.393,0.227,150.024,0
22271,Solar,Noisecontrollers,spotify:track:1mSvpEBKqJcC8ucHkjsI6L,0.553,0.982,-3.938,0.117,0.0181,0.00122,0.0829,0.116,150.05,0
22272,End Of The Day,Skellism,spotify:track:3n9RISfWfj0ZD6wBjfpGxS,0.517,0.932,-2.105,0.0488,0.0437,0.000598,0.0721,0.179,149.975,0
22273,Rest Of Your Life (Da Tweekaz Remix) - Radio Edit,Darren Styles,spotify:track:5Bi3uoQEpcfRtyqRK9muAV,0.582,0.888,-4.467,0.0397,0.288,0.00719,0.219,0.154,149.936,0
22274,Euphoria - Radio Edit,Refuzion,spotify:track:43wHSo1jPaFGEAS7M6WTWF,0.458,0.978,-3.493,0.111,0.091,0.0455,0.102,0.275,150.063,0
22275,Keep Rockin' - Radio Edit,Pherato,spotify:track:4Iqw7wjqWuhfU9CxaKAKrV,0.471,0.975,-5.15,0.0409,0.00387,0.161,0.361,0.391,150.023,0
22276,Up There - Radio Edit,Frontliner,spotify:track:5a0jViYgdFpludbnUOZany,0.443,0.993,-2.106,0.0478,0.00151,0.851,0.366,0.401,150.042,5
22277,Creation Of Fire,Sephyx,spotify:track:7g8GKJOUMNIeHRSH4wlirb,0.524,0.971,-4.189,0.112,0.0513,0.00116,0.299,0.411,149.994,0
22278,All The Time - Radio Edit,Devotion,spotify:track:7Co22qtZqRX8mV9gKz6RLR,0.525,0.99,-2.48,0.132,0.00315,0.194,0.668,0.157,149.931,4
22279,Follow The Light - Radio Edit,Brennan Heart,spotify:track:5F36e9gRgOm9lTxaVHcg59,0.473,0.975,-4.09,0.0946,0.00429,0.0312,0.637,0.225,150.071,4
22280,Brain Smacker - Radio Edit,Outbreak,spotify:track:5pccllsPvvbS1MpudzAhsa,0.546,0.997,-2.463,0.124,0.143,0.905,0.219,0.112,149.977,5
22281,U Got Me - Radio Edit,Noiseshock,spotify:track:6oTBiXyMGEsNRBX5Oglag0,0.408,0.797,-3.453,0.0367,0.00638,0.0107,0.678,0.201,149.967,4
22282,Resonant Part 2 - Original Mix,Digital Mindz,spotify:track:6xaUVxOgw85Vms3QTKk9YW,0.429,0.968,-3.482,0.0608,0.044,2.92e-05,0.733,0.274,150.04,4
22283,Tell Me - Radio Edit,Frontliner,spotify:track:5QjYJrJTSoVe9zyEXP6ppI,0.424,0.939,-3.795,0.0496,0.000774,0.00103,0.102,0.184,150.106,0
22284,Find You - Radio edit,Adrenalize,spotify:track:005IPSWvjzjh0j3Hv2i2Zw,0.388,0.898,-5.002,0.0361,0.00332,0.0902,0.852,0.236,150.032,4
22285,Never Look Back - Album Edit,Pulserz,spotify:track:6zOZnqhqdj1hm6MwPxfKub,0.456,0.877,-3.49,0.04,0.155,0.57,0.329,0.327,149.885,5
22286,Pure Fantasy,Various Artists,spotify:track:5cyehrEs6gLdZEmaK9rqX8,0.449,0.922,-3.749,0.038,0.0113,9.27e-06,0.154,0.37,112.544,1
22287,Voices Of Passion - Original Mix,Adrenalize,spotify:track:7vR97O2RFIbdpjOzTbrcOQ,0.593,0.907,-4.05,0.0993,0.166,0.0033,0.269,0.103,149.998,0
22288,Set Me Free - Radio Edit,Various Artists,spotify:track:4qsrvpRy6lSVXP5OOqAU5Z,0.541,0.937,-5.815,0.0915,0.00282,0.000114,0.119,0.566,149.959,0
22289,Circles,Dutch Master,spotify:track:1AgiqL7izkQ5jVsqKOOlMh,0.379,0.977,-3.843,0.0342,0.000566,0.909,0.339,0.056,150.013,5
22290,The Day,Noisecontrollers,spotify:track:6NHy0I4iZXzXpRNVAIgLTQ,0.546,0.901,-5.838,0.0424,0.0163,0.81,0.291,0.964,150.007,5
22291,Every Step I Take - Album Edit,Wildstylez,spotify:track:4icaQTBGT40zrMxhW1LtEs,0.426,0.962,-3.799,0.0531,0.00377,0.117,0.0801,0.158,149.982,0
22292,Mathematics,Activator,spotify:track:4wttY01tMX3dHCI48210kR,0.56,0.885,-5.079,0.0436,0.0118,7.85e-05,0.153,0.527,149.977,0
22293,Justice,Synthsoldier,spotify:track:37sQzGNXJf8l8cJLO6EU06,0.512,0.96,-4.41,0.108,0.0122,0.000673,0.223,0.207,150.021,0
22294,Broken - Radio Edit,Sylence,spotify:track:6ZYkjWqNZg4V7cwUuk8dOZ,0.485,0.896,-6.071,0.0443,0.00183,0.00269,0.121,0.267,150.037,0
22295,New Life - Radio Edit,Sephyx,spotify:track:68QKojG2bYlK3mXSV1gDDp,0.456,0.979,-4.799,0.0614,0.0105,0.39,0.319,0.407,150.001,0
22296,Time - Radio Mix,Juized,spotify:track:2zpv6Ls9RirC0oD8zDN9D3,0.515,0.984,-5.025,0.0618,0.00307,0.0133,0.656,0.675,149.971,4
22297,Wodka - Radio Edit,Da Tweekaz,spotify:track:1SJlU4KP6acjvllE0SxR61,0.481,0.927,-5.288,0.0824,0.00427,0.00453,0.234,0.384,149.921,0
22298,Get Down - Radio Edit,Da Tweekaz,spotify:track:2JS0PIdfylvsfAFCe132d6,0.578,0.965,-4.115,0.116,0.00375,0.324,0.125,0.287,150.002,0
22299,Bad Habit - Radio Version,Various Artists,spotify:track:01Ipr1M440sbRnficeJKVS,0.553,0.982,-3.41,0.0569,0.00722,0.0119,0.129,0.587,150.002,0
22300,Univerze - Radio Edit,Rebourne,spotify:track:6uI17IlHzlDIxeK1A3gYJI,0.487,0.98,-3.018,0.0395,0.00497,0.141,0.675,0.625,150.011,4
22301,Ain't No Dream - Original,Neilio,spotify:track:3Y1dDELOdlh6rVYn1Zxdhn,0.508,0.995,-2.806,0.127,0.000524,0.884,0.104,0.167,150.025,5
22302,Forever - Original Version,Neilio,spotify:track:0etBPSOn20IJI0u3PaAzfU,0.455,0.957,-4.338,0.0972,0.00471,0.212,0.379,0.0636,150.026,0
22303,See You On The Other Side - Acoustic Version,Neilio,spotify:track:6mWlzrpIrB3F8s2psZJGfz,0.632,0.673,-4.777,0.0419,0.00117,0.778,0.145,0.232,150.029,5
22304,Music To Keep Me Alive - Original Edit,The Pitcher,spotify:track:07c2BQgK9ZNXyQcUjCeLZV,0.577,0.976,-1.393,0.105,0.0106,4.97e-05,0.632,0.335,74.859,4
22305,Tokyo - Original Mix,Tatanka,spotify:track:5xzjIXq8sS96fGDmxto4ql,0.485,0.881,-3.041,0.0534,0.00789,4.65e-05,0.0771,0.437,150.02,0
22306,Shine Again - Video Edit,Tatanka,spotify:track:5W96YIiSnFU2GQUd9MIH9F,0.555,0.778,-3.965,0.0814,0.0267,0.157,0.0672,0.321,74.985,1
22307,Don't Give Up - Original Mix,Tatanka,spotify:track:6jOUkpiyrWbU6x9qFryYPh,0.438,0.944,-5.562,0.0684,0.125,0.668,0.522,0.373,76.022,4
22308,On A Cloud - Original Mix,Tatanka,spotify:track:7qug4BeraUrWex5JzqMoVC,0.52,0.935,-2.854,0.035,0.00959,0.0154,0.317,0.662,149.962,0
22309,Jazzy - Original Mix,Tatanka,spotify:track:0NYkEKfV21xzhl0CZnptSU,0.308,0.972,-3.549,0.121,0.104,0.485,0.0851,0.0956,122.729,0
22310,Eternal - Euphorizer Remix,Tatanka,spotify:track:1TpmnJT7havlZbhdqMYGCq,0.614,0.9,-2.361,0.0441,0.0137,0.137,0.108,0.184,150.018,0
22311,Creation Of Water - Extended Version,Sephyx,spotify:track:6560uZHLuQ7FxBonC8SkLv,0.518,0.926,-4.517,0.0577,0.0106,0.081,0.162,0.204,149.892,0
22312,Creation of Earth,Sephyx,spotify:track:7AneEmXLXOdmoHnVIlOaPc,0.494,0.991,-2.43,0.112,0.0219,1.66e-05,0.329,0.138,150.061,0
22313,Allegretto,Sephyx,spotify:track:5Td9L44bp6BacB9gKKvCy2,0.426,0.91,-7.727,0.0583,0.0115,0.821,0.176,0.129,149.998,5
22314,Ethereal,Sephyx,spotify:track:4rxENlByTXoTxZgsTMnPMT,0.538,0.921,-2.857,0.0453,0.00381,0.00218,0.178,0.285,149.948,0
22315,Gallinaceo - Radio Edit,Sephyx,spotify:track:5Fb0MftOwoE6PPgI0HAtK8,0.548,0.834,-4.376,0.0821,0.00684,0.298,0.092,0.28,149.917,0
22316,Can't Help It,Various Artists,spotify:track:1zmyxwI0LV4qMC7RPz8vTs,0.508,0.92,-6.87,0.0676,0.00738,0.00559,0.0964,0.188,150.019,0
