,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2138,Phoneboy,Sweater Song,0.686,0.454,9.0,-7.388,1.0,0.115,0.0131,0.00612,0.329,0.588,178.038,224615.0,4.0
2139,Sugar Pine 7,Real Love,0.454,0.763,7.0,-7.066,1.0,0.0626,0.000808,0.694,0.38,0.35,123.712,224516.0,3.0
2140,SAINT PHNX,Scream,0.616,0.74,7.0,-5.136,1.0,0.0341,0.0256,0.00476,0.14,0.548,130.967,226868.0,4.0
2141,So Much Light,Heal,0.737,0.787,7.0,-4.587,1.0,0.0525,0.121,2.14e-06,0.114,0.59,90.014,199413.0,4.0
2142,Blahsum,I'm Alone,0.565,0.781,7.0,-5.485,1.0,0.185,0.152,4.51e-05,0.145,0.808,145.942,219898.0,4.0
2143,Tiny Stills,Everything Is Going Great,0.421,0.991,8.0,-3.678,1.0,0.124,3.81e-06,0.0466,0.13,0.446,159.998,234387.0,4.0
2144,Hayley Williams,Dead Horse,0.639,0.638,10.0,-5.877,1.0,0.034,0.000699,1.72e-06,0.104,0.625,119.886,251750.0,4.0
2145,Phantom Planet,BALISONG,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600.0,4.0
2146,Grouplove,Deleter,0.531,0.626,0.0,-13.371,1.0,0.0452,0.0606,0.0,0.0767,0.746,88.236,227693.0,4.0
2147,Neon Trees,Animal (10th Anniversary Edition) - Acoustic,0.592,0.898,9.0,-5.194,1.0,0.0358,0.143,2.29e-06,0.229,0.537,118.006,247467.0,4.0
2148,Van Halen,Jump - 2015 Remaster,0.454,0.946,1.0,-5.978,0.0,0.13,0.0223,0.0,0.173,0.647,138.18,156147.0,4.0
2149,Van Halen,Why Can't This Be Love,0.766,0.177,2.0,-15.398,0.0,0.449,0.952,0.684,0.087,0.675,169.962,68314.0,4.0
2150,Van Halen,Can't Stop Lovin' You,0.756,0.814,0.0,-6.111,1.0,0.0436,0.634,0.00068,0.161,0.905,135.045,214680.0,4.0
2151,Van Halen,You Really Got Me - 2015 Remaster,0.394,0.278,1.0,-13.28,0.0,0.033,0.598,0.169,0.0689,0.121,106.989,259060.0,4.0
2152,Closed on Sunday,cantina band ~ star wars lofi,0.573,0.375,4.0,-10.482,1.0,0.031,0.378,0.0,0.091,0.527,93.688,173683.0,4.0
2153,Glee Cast,Smooth Criminal (Glee Cast Version) (feat. 2CELLOS),0.617,0.762,11.0,-5.061,0.0,0.0414,0.0364,0.0,0.235,0.39,109.959,159818.0,4.0
2154,Glass Animals,It’s All So Incredibly Loud,0.569,0.651,11.0,-7.562,0.0,0.102,0.000768,0.344,0.0741,0.537,173.97,213997.0,4.0
2155,Marshmello,Be Kind (with Halsey) [Stripped],0.731,0.636,0.0,-6.845,1.0,0.0314,0.00295,0.00059,0.196,0.703,122.996,183943.0,4.0
2156,Breathe Carolina,IF U,0.652,0.597,7.0,-11.585,1.0,0.0278,0.408,6.34e-05,0.143,0.578,119.97,225307.0,4.0
2157,MISSIO,Hoodie Up,0.716,0.773,9.0,-10.803,1.0,0.0913,0.346,0.0779,0.0634,0.479,117.716,173667.0,4.0
2158,Surf Mesa,Somewhere (feat. Gus Dapperton),0.707,0.67,9.0,-6.137,1.0,0.0323,0.164,0.00283,0.109,0.822,112.993,223120.0,4.0
2159,Fleetwood Mac,Skies the Limit,0.648,0.908,4.0,-4.251,0.0,0.108,0.0113,0.0,0.374,0.793,131.147,228240.0,4.0
2160,Fleetwood Mac,Second Hand News,0.688,0.812,2.0,-3.551,0.0,0.0415,0.0535,0.0,0.0703,0.559,119.974,201013.0,4.0
2161,Maggie Rogers,Love You For A Long Time,0.752,0.54,1.0,-13.348,1.0,0.0607,0.446,0.186,0.108,0.825,113.031,218982.0,4.0
2162,Adam Lambert,If I Had You,0.697,0.517,2.0,-5.001,1.0,0.11,0.0494,0.0,0.193,0.382,151.892,188862.0,4.0
2163,Saint Motel,A Good Song Never Dies,0.603,0.598,2.0,-8.355,1.0,0.0275,0.542,0.000791,0.097,0.848,81.531,159059.0,4.0
2164,Vansire,Central Time,0.397,0.657,7.0,-6.804,1.0,0.0319,0.241,0.0,0.26,0.264,158.174,189884.0,4.0
2165,brother sundance,NIGHTMARES,0.509,0.883,1.0,-3.206,1.0,0.0529,0.00681,1.8e-06,0.0471,0.863,203.995,170833.0,4.0
2166,Gestures & Sounds,In Park,0.666,0.864,1.0,-5.714,1.0,0.0334,0.000435,0.0,0.0873,0.737,138.016,181348.0,4.0
2167,KennyHoopla,Waves//,0.376,0.939,1.0,-3.437,1.0,0.0572,0.00704,0.0,0.116,0.815,190.109,211027.0,4.0
2168,The Regrettes,I Dare You,0.689,0.739,2.0,-5.81,1.0,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867.0,4.0
2169,MAGIC GIANT,Disaster Party,0.694,0.685,6.0,-6.535,0.0,0.133,0.224,0.0,0.124,0.306,158.831,196180.0,4.0
2170,Set It Off,Partners in Crime (feat. Ash Costello),0.5,0.949,1.0,-3.123,1.0,0.0833,0.00847,0.0,0.514,0.648,159.824,175343.0,4.0
2171,Gorillaz,On Melancholy Hill,0.48,0.93,1.0,-4.212,1.0,0.0691,0.000332,0.00207,0.0955,0.481,179.967,188082.0,4.0
2172,Juice WRLD,Smile (with The Weeknd),0.278,0.902,2.0,-4.403,0.0,0.0414,0.00179,2.11e-05,0.186,0.178,157.433,374100.0,3.0
2173,DREAMERS,Heat Seeker,0.551,0.702,6.0,-4.931,1.0,0.0257,0.00113,0.00149,0.112,0.537,99.981,243140.0,4.0
2174,DREAMERS,Misfits T-Shirt,0.831,0.557,0.0,-7.506,1.0,0.0819,0.128,1.5e-06,0.12,0.77,136.061,148500.0,4.0
2175,Dwellings,Color of the Cat Tree,0.164,0.824,6.0,-4.198,1.0,0.081,0.00235,0.0,0.229,0.309,177.419,195061.0,4.0
2176,New Beat Fund,When She's Sober,0.649,0.827,1.0,-4.844,1.0,0.0513,0.117,9.97e-05,0.351,0.76,94.992,161086.0,3.0
2177,MADI,Pity Party,0.795,0.597,11.0,-6.395,0.0,0.0327,0.106,0.0,0.113,0.849,110.014,167803.0,4.0
2178,Lincoln,Smokey Eyes,0.622,0.619,2.0,-6.4,0.0,0.0561,0.0624,0.0,0.081,0.483,147.965,186250.0,4.0
2179,Bad Suns,20 Years,0.681,0.544,1.0,-6.442,0.0,0.0512,0.647,0.0361,0.167,0.54,149.872,202500.0,4.0
2180,I DONT KNOW HOW BUT THEY FOUND ME,Do It All The Time,0.679,0.828,2.0,-5.284,1.0,0.106,0.0894,0.000171,0.839,0.616,114.95,164989.0,4.0
2181,Palaye Royale,Lonely,0.631,0.705,0.0,-5.633,1.0,0.208,0.284,0.0,0.0749,0.818,170.536,211000.0,4.0
2182,Vincent James Gallo,We,0.818,0.623,9.0,-5.901,0.0,0.043,0.201,0.0,0.112,0.968,120.104,138000.0,4.0
2183,JAWNY,Sabotage,0.81,0.305,8.0,-6.165,0.0,0.0902,0.28,0.000116,0.203,0.732,120.013,171908.0,4.0
2184,The Prize Fighter Inferno,Death Rattle,0.767,0.59,11.0,-8.1,1.0,0.248,0.216,0.0,0.117,0.684,159.88,206000.0,4.0
2185,Cautious Clay,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",0.375,0.872,0.0,-3.666,1.0,0.0483,0.242,0.0,0.234,0.504,175.111,212080.0,4.0
2186,Charlotte Lawrence,Why Do You Love Me,0.723,0.687,11.0,-5.559,1.0,0.0785,0.375,1.18e-05,0.136,0.524,129.954,207142.0,4.0
2187,Karim,main character in a teenage drama,0.697,0.659,1.0,-6.601,1.0,0.04,0.0178,0.0105,0.156,0.755,107.003,217489.0,4.0
2188,Dance Gavin Dance,Exposed,0.49,0.841,9.0,-2.975,1.0,0.0473,0.0892,0.0,0.45,0.677,87.994,192149.0,4.0
2189,Lukr,Come Thru,0.535,0.904,1.0,-6.041,1.0,0.109,0.00227,0.0085,0.0301,0.274,140.002,204537.0,4.0
2190,Chapel,Mushy Gushy,0.644,0.655,9.0,-6.507,0.0,0.038,0.407,0.528,0.11,0.397,80.925,217537.0,4.0
2191,Chaz Cardigan,Not OK!,0.688,0.786,7.0,-4.371,0.0,0.0562,0.372,0.0,0.457,0.819,142.048,213205.0,4.0
2192,Nothing But Thieves,Unperson,0.69,0.834,2.0,-4.155,1.0,0.0672,0.455,0.00038,0.066,0.313,108.032,183128.0,4.0
2193,TOKiMONSTA,Don't Call Me (feat. Yuna),0.464,0.871,0.0,-6.746,1.0,0.047,0.125,0.184,0.273,0.803,191.942,166566.0,4.0
2194,The Haunt,Cigarettes & Feelings,0.704,0.607,7.0,-7.152,1.0,0.0379,0.218,0.19,0.122,0.784,164.041,145707.0,4.0
2195,Paper Idol,Feel Real Pretty,0.513,0.789,8.0,-6.038,0.0,0.0648,0.0201,0.0013,0.294,0.133,145.316,221687.0,4.0
2196,Kurt Travis,Easy Peasy,0.644,0.349,2.0,-5.315,0.0,0.0364,0.206,3.36e-05,0.125,0.246,94.971,198947.0,4.0
2197,Absofacto,Rewind,0.447,0.984,1.0,-4.225,1.0,0.164,0.000222,1.21e-05,0.0893,0.128,144.034,193333.0,4.0
2198,Coletta,Blossom,0.718,0.543,4.0,-11.238,1.0,0.0372,0.0606,0.0988,0.0646,0.37,115.522,286107.0,4.0
2199,Rezz,Someone Else,0.361,0.616,5.0,-5.692,0.0,0.0577,0.349,0.0,0.12,0.258,129.502,197982.0,4.0
2200,The Word Alive,Misery,0.628,0.749,4.0,-5.18,1.0,0.03,0.0569,0.00204,0.134,0.31,129.2,327667.0,4.0
2201,The Cars,Moving in Stereo,0.472,0.849,4.0,-3.738,1.0,0.0315,0.00362,0.0,0.0973,0.31,144.065,169451.0,4.0
2202,Chase Holfelder,All I Want for Christmas Is You,0.669,0.574,4.0,-6.442,0.0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400.0,4.0
2203,Kid Rock,Only God Knows Why,0.551,0.756,2.0,-4.948,1.0,0.0652,0.0511,0.0,0.0765,0.618,175.984,205733.0,4.0
2204,"nothing,nowhere.",fake friend,0.579,0.851,11.0,-4.453,0.0,0.0601,0.0284,1.78e-06,0.218,0.452,103.903,218000.0,4.0
2205,Lil Peep,Falling Down - Bonus Track,0.723,0.927,6.0,-4.326,0.0,0.106,0.125,0.0,0.0648,0.874,98.017,215883.0,4.0
2206,Miley Cyrus,Plastic Hearts,0.518,0.872,2.0,-4.413,1.0,0.039,0.00216,0.00552,0.152,0.578,127.914,175127.0,4.0
2207,Finish Ticket,Dream Song,0.551,0.493,8.0,-10.653,1.0,0.0644,0.22,0.0,0.0629,0.527,180.073,191000.0,4.0
2208,X Ambassadors,Zen (with K.Flay & grandson),0.531,0.744,4.0,-9.315,0.0,0.0677,0.166,0.0,0.109,0.378,81.99,169040.0,4.0
2209,Steppes,Marceline The Vampire,0.558,0.824,2.0,-5.282,1.0,0.0475,0.00413,0.00146,0.0951,0.213,103.982,227029.0,4.0
2210,Onlychild,Teeth,0.436,0.731,5.0,-7.711,1.0,0.0445,0.0121,2.86e-06,0.473,0.655,131.023,163053.0,4.0
2211,Archie Summers,By Your Side,0.492,0.577,0.0,-6.653,0.0,0.234,0.355,0.0,0.136,0.262,138.827,177792.0,5.0
2212,Tommie Sunshine,Falling In Love Will Kill You,0.492,0.816,9.0,-3.777,1.0,0.0632,0.032,6.26e-05,0.352,0.633,79.999,205293.0,4.0
2213,Alter.,Falling Short,0.652,0.553,1.0,-9.866,0.0,0.0322,0.265,0.0,0.0932,0.419,135.001,208000.0,4.0
2214,MOTHICA,VICES,0.599,0.761,2.0,-5.59,1.0,0.0372,0.137,0.000347,0.0984,0.333,171.995,190358.0,4.0
2215,HUNNY,"Lula, I'm Not Mad",0.656,0.741,0.0,-6.135,1.0,0.0505,0.0307,0.000147,0.0709,0.549,82.988,186946.0,4.0
2216,Rad Horror,Swallowing Emotions,0.396,0.77,9.0,-4.728,1.0,0.06,0.0184,0.0,0.12,0.412,177.542,170733.0,4.0
2217,The Ghost Club,Hate Me Too,0.625,0.748,6.0,-5.518,1.0,0.0774,0.00507,0.00221,0.129,0.484,100.879,262500.0,4.0
2218,half•alive,The Fall,0.817,0.453,0.0,-8.88,1.0,0.137,0.612,0.00171,0.242,0.534,127.037,218032.0,4.0
2219,Jagwar Twin,Happy Face,0.31,0.258,4.0,-14.41,0.0,0.0339,0.759,0.00342,0.122,0.0669,143.633,260125.0,3.0
2220,Sordid Pink,Fu,0.287,0.208,2.0,-11.3,1.0,0.0368,0.66,0.0,0.119,0.233,74.889,263053.0,5.0
2221,The Happy Children,Bubblegum,0.282,0.694,1.0,-6.527,1.0,0.0332,0.104,2.22e-06,0.107,0.581,178.269,249514.0,4.0
2222,Whale Bones,Persona Non Grata,0.693,0.762,9.0,-6.357,1.0,0.0368,0.00477,0.000139,0.0769,0.389,119.978,212191.0,4.0
2223,Echosmith,Tell Her You Love Her (feat. Mat Kearney),0.591,0.519,1.0,-8.103,1.0,0.0304,0.253,0.0,0.374,0.531,77.974,229615.0,4.0
2224,The Fratellis,Action Replay,0.462,0.705,11.0,-6.747,0.0,0.0503,0.0497,0.0,0.2,0.702,183.819,161279.0,4.0
2225,Balancing the Different,Big Sad,0.602,0.838,2.0,-5.835,1.0,0.0374,0.554,0.0,0.233,0.59,117.951,201243.0,4.0
2226,Belaganas,Crumbs,0.484,0.889,7.0,-6.699,1.0,0.0464,0.000122,0.0163,0.183,0.539,133.871,192347.0,4.0
2227,Miko,I Wasn't Made to Fall in Love,0.504,0.512,11.0,-7.233,0.0,0.0276,0.907,0.0207,0.12,0.29,99.777,184899.0,4.0
2228,Dom Fera,Breathe,0.849,0.489,0.0,-7.433,1.0,0.0504,0.685,2.21e-05,0.108,0.344,113.972,195952.0,4.0
2229,Grizfolk,California High,0.535,0.972,9.0,-4.428,1.0,0.0844,0.00131,0.000471,0.0788,0.436,124.971,208707.0,4.0
2230,Metric,Cascades (Dirt Road Version),0.872,0.533,0.0,-4.406,1.0,0.204,0.524,6.86e-05,0.298,0.704,124.029,159637.0,4.0
2231,Lauv,2021,0.881,0.771,1.0,-5.109,0.0,0.286,0.133,0.0,0.123,0.723,97.024,201984.0,4.0
2232,Foo Fighters,No Son Of Mine,0.424,0.855,7.0,-8.329,1.0,0.0424,0.00014,0.418,0.115,0.402,140.056,275996.0,4.0
2233,Zedd,Inside Out (feat. Griff) - Maliboux Remix,0.424,0.57,4.0,-7.031,0.0,0.159,0.00278,0.709,0.311,0.495,180.043,184707.0,1.0
2234,Sean Paul,Guns of Navarone,0.561,0.921,1.0,-6.588,0.0,0.161,0.02,0.0,0.138,0.669,159.97,186613.0,4.0
2235,Embracer,Moon Chamber,0.548,0.785,7.0,-5.273,1.0,0.0399,0.00336,0.0,0.326,0.665,145.117,163833.0,4.0
2236,The Used,Cathedral Bell,0.554,0.503,3.0,-5.927,0.0,0.0336,0.0673,0.0,0.135,0.279,120.067,231150.0,4.0
2237,DE'WAYNE,Radio-Active,0.449,0.942,3.0,-4.434,0.0,0.0996,0.0477,0.0,0.273,0.459,146.031,256000.0,4.0
2238,girlfriends,California,0.777,0.725,0.0,-8.681,1.0,0.05,0.0131,0.00805,0.246,0.529,116.669,198066.0,4.0
2239,PRBLMS,Prison,0.661,0.94,11.0,-4.48,0.0,0.0614,0.0106,0.0,0.157,0.805,122.001,245987.0,4.0
2240,Modern Maps,Something Different,0.821,0.519,5.0,-9.853,1.0,0.355,0.247,2.13e-06,0.194,0.807,107.632,184288.0,4.0
2241,Gloria Gaynor,I Will Survive - Single Version,0.778,0.695,4.0,-6.865,0.0,0.0913,0.174,0.0,0.151,0.472,149.996,132780.0,4.0
2242,Demi Lovato,I Will Survive,0.444,0.839,2.0,-4.679,1.0,0.0409,0.287,0.0,0.13,0.351,160.013,219375.0,4.0
2243,Scary Pockets,I Will Survive,0.604,0.955,7.0,-4.187,1.0,0.0754,0.0281,0.0,0.175,0.556,130.025,217516.0,4.0
2244,Masked Wolf,Astronaut In The Ocean,0.578,0.856,9.0,-5.852,1.0,0.247,0.254,0.0,0.37,0.674,112.076,208000.0,4.0
2245,Belle,February,0.714,0.787,11.0,-6.006,1.0,0.033,0.0627,0.000883,0.11,0.263,127.999,243537.0,4.0
2246,Dance Gavin Dance,Strawberry's Wake,0.519,0.735,11.0,-3.808,1.0,0.0488,0.000339,0.0,0.192,0.503,150.128,235625.0,4.0
2247,Grouplove,Inside Out,0.305,0.727,0.0,-5.116,0.0,0.0394,0.0536,0.000179,0.139,0.716,177.227,330573.0,4.0
2248,Glass Animals,Heat Waves - Oliver Heldens Remix,0.465,0.887,1.0,-4.02,0.0,0.0362,0.000712,4.21e-05,0.263,0.585,81.981,184024.0,4.0
2249,MILKK,skydiving,0.331,0.57,1.0,-8.547,0.0,0.0331,0.518,0.544,0.163,0.186,81.717,238000.0,4.0
2250,Modest Mouse,King Rat,0.398,0.767,1.0,-4.436,1.0,0.0411,0.000433,0.00163,0.0796,0.335,166.044,178492.0,4.0
2251,La Bouquet,"Anxiety, My Best Friend",0.57,0.71,4.0,-6.311,1.0,0.0423,0.0014,0.000568,0.0852,0.684,132.976,212500.0,4.0
2252,Windwaker,Colourless,0.516,0.904,8.0,-3.905,1.0,0.0449,0.0139,0.0,0.0777,0.268,145.016,236793.0,4.0
2253,Troi Irons,Flowers,0.559,0.949,7.0,-3.637,1.0,0.118,0.00151,5.54e-06,0.134,0.764,104.014,177920.0,4.0
2254,The Polarity,I Don't Wanna Party,0.652,0.8,9.0,-7.37,1.0,0.0313,0.124,1.87e-05,0.121,0.933,126.985,177107.0,4.0
2255,Dreamhouse,Closer to Comfort,0.609,0.849,8.0,-5.245,1.0,0.0457,0.0482,0.0,0.263,0.635,119.986,188516.0,4.0
2256,The Band CAMINO,Hush Hush,0.702,0.565,9.0,-8.863,1.0,0.0328,0.216,4.8e-06,0.117,0.354,125.02,191200.0,4.0
2257,COIN,Cemetery,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960.0,4.0
2258,Dwellings,Pick Up Before You Go,0.746,0.741,11.0,-5.459,1.0,0.0567,0.268,0.0,0.644,0.72,119.983,170405.0,4.0
2259,The Japanese House,Something Has to Change,0.645,0.895,8.0,-3.78,1.0,0.0522,0.0518,0.0843,0.106,0.549,102.005,216778.0,4.0
2260,MGMT,Little Dark Age,0.616,0.458,3.0,-11.832,1.0,0.0455,0.503,0.0035,0.115,0.53,79.574,133987.0,3.0
2261,Dominic Fike,Chicken Tenders,0.519,0.941,3.0,-2.09,1.0,0.0647,0.000922,1.66e-06,0.1,0.594,128.023,246587.0,4.0
2262,The Knocks,All About You (feat. Foster The People),0.767,0.392,1.0,-11.996,1.0,0.0945,0.154,0.000398,0.108,0.48,125.017,153872.0,4.0
2263,Still Woozy,BS,0.38,0.591,0.0,-11.966,0.0,0.0321,0.348,0.0146,0.127,0.22,113.003,372813.0,4.0
2264,Declan McKenna,The Key to Life on Earth,0.581,0.791,9.0,-4.551,0.0,0.0304,0.0175,0.0,0.275,0.294,95.933,205781.0,4.0
2265,Still Woozy,Habit,0.731,0.45,0.0,-8.551,1.0,0.0356,0.549,0.0,0.228,0.11,117.125,209743.0,4.0
2266,Depeche Mode,Enjoy the Silence - 2006 Remaster,0.786,0.632,0.0,-6.6,1.0,0.0588,0.0457,0.0711,0.116,0.679,115.991,203320.0,4.0
2267,1990nowhere,Sour,0.476,0.786,5.0,-7.393,0.0,0.045,0.0329,0.0,0.1,0.196,78.995,198563.0,4.0
2268,Anthony Amorim,She Doesn't Sleep,0.596,0.657,4.0,-8.784,0.0,0.0345,0.235,0.0139,0.102,0.774,175.263,264573.0,4.0
2269,KennyHoopla,lost cause// (feat. Jesse),0.889,0.34,11.0,-7.773,0.0,0.0697,0.218,0.13,0.055,0.716,94.009,174321.0,4.0
2270,Hurtwave,Bleach,0.377,0.804,10.0,-3.85,1.0,0.0839,0.00829,1.64e-05,0.0876,0.474,164.992,196240.0,3.0
2271,Genesis,That's All - 2007 Remaster,0.532,0.919,7.0,-6.406,1.0,0.056,0.0944,8.12e-05,0.252,0.288,120.026,259573.0,4.0
2272,Billie Eilish,Therefore I Am,0.695,0.742,0.0,-7.927,1.0,0.0296,0.00269,1.73e-05,0.0763,0.967,130.055,155984.0,4.0
2273,Joywave,After Coffee,0.533,0.858,2.0,-4.212,1.0,0.0766,0.00021,0.0,0.148,0.506,160.057,205159.0,4.0
2274,John Van Deusen,Whatever Makes You Mine,0.627,0.94,11.0,-5.563,0.0,0.29,0.148,0.00333,0.623,0.592,158.012,218680.0,4.0
2275,Circadian Clock,Summer,0.628,0.808,9.0,-5.612,0.0,0.0349,0.00148,7.84e-06,0.106,0.645,115.025,255012.0,4.0
2276,Machine Gun Kelly,bloody valentine,0.655,0.716,8.0,-5.077,0.0,0.0897,0.476,0.0,0.479,0.521,80.813,175302.0,4.0
2277,Grouplove,Deadline,0.615,0.521,2.0,-8.849,1.0,0.0483,0.31,1.6e-06,0.0978,0.182,139.438,204964.0,4.0
2278,VHS Collection,Stranger,0.722,0.588,6.0,-5.932,1.0,0.0544,0.0319,0.0,0.183,0.59,134.01,165507.0,4.0
2279,Glass Animals,Heat Waves (with iann dior),0.625,0.814,0.0,-5.181,1.0,0.0657,0.0172,0.0,0.158,0.535,144.991,205485.0,4.0
2280,"nothing,nowhere.","I'm Sorry, I'm Trying",0.34,0.724,6.0,-8.572,0.0,0.416,0.388,0.000371,0.139,0.365,191.604,270838.0,4.0
2281,Dua Lipa,We're Good,0.872,0.432,2.0,-7.052,1.0,0.0524,0.0526,0.127,0.202,0.574,135.022,188603.0,4.0
2282,Juice WRLD,Come & Go (with Marshmello),0.549,0.276,2.0,-11.83,1.0,0.0299,0.48,0.000881,0.102,0.498,134.973,225200.0,4.0
2283,Goth Babe,End Summer,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,169266.0,4.0
2284,Electric Guest,The Jerk,0.815,0.497,1.0,-9.65,1.0,0.0547,0.000104,0.0219,0.071,0.472,126.046,210005.0,4.0
2285,Eliza Rickman,Riches and Wonders,0.817,0.577,6.0,-8.63,0.0,0.0659,0.117,0.000385,0.183,0.928,112.025,130714.0,4.0
2286,Tate McRae,you broke me first,0.679,0.813,7.0,-6.638,1.0,0.03,0.00766,0.0,0.0933,0.699,130.008,218645.0,4.0
2287,Bickle,Naked,0.646,0.899,11.0,-6.952,0.0,0.0774,0.0639,0.0,0.459,0.524,108.01,293889.0,4.0
2288,binki,Sea Sick,0.768,0.587,6.0,-5.852,0.0,0.0328,0.0303,0.0,0.17,0.758,104.07,186907.0,4.0
2289,1990nowhere,Kubrick,0.78,0.568,9.0,-10.488,0.0,0.07,0.401,0.223,0.219,0.962,97.956,122347.0,4.0
2290,Too Close To Touch,Complain - COFRESI Remix,0.444,0.796,2.0,-5.126,0.0,0.0482,0.0908,0.0,0.161,0.386,175.975,182618.0,4.0
2291,Kid Bloom,Control,0.546,0.875,10.0,-4.363,0.0,0.0453,0.00428,0.0,0.321,0.724,144.418,185301.0,4.0
2292,BETWEEN FRIENDS,tired of your love,0.604,0.752,7.0,-4.499,1.0,0.0303,0.0859,0.0,0.119,0.146,100.016,223413.0,4.0
2293,TWIN XL,Messy,0.473,0.936,1.0,-2.441,0.0,0.408,0.0335,1.35e-05,0.607,0.545,173.53,175699.0,4.0
2294,Born Without Bones,Cancelled,0.608,0.562,0.0,-5.63,1.0,0.077,0.0756,0.0,0.103,0.66,179.988,189293.0,4.0
2295,Stay Over,IDKATL,0.688,0.563,9.0,-5.14,1.0,0.0291,0.093,6.68e-06,0.073,0.46,116.932,148886.0,4.0
2296,100 gecs,"hand crushed by a mallet (Remix) [feat. Fall Out Boy, Craig Owens, Nicole Dollanganger]",0.474,0.89,2.0,-3.084,1.0,0.239,0.000777,0.0,0.138,0.452,183.769,160974.0,4.0
2297,Love Fame Tragedy,5150,0.758,0.697,1.0,-3.991,1.0,0.117,0.00157,0.000539,0.0441,0.894,130.011,162305.0,4.0
2298,Pomplamoose,Welcome to My Planet,0.579,0.428,2.0,-4.325,0.0,0.0291,0.566,0.0,0.332,0.471,145.967,156617.0,4.0
2299,FITZ,Little Champion,0.718,0.422,4.0,-9.115,0.0,0.0621,0.0764,0.0,0.17,0.455,144.678,207027.0,4.0
2300,FITZ,I Need a Dancefloor,0.447,0.949,6.0,-3.51,1.0,0.226,0.208,0.0,0.345,0.7,199.927,194744.0,4.0
2301,FITZ,The List,0.745,0.569,4.0,-8.078,0.0,0.0348,0.0892,0.0289,0.115,0.774,117.975,240233.0,4.0
2302,blackbear,idfc,0.28,0.716,9.0,-12.095,0.0,0.0983,0.0652,0.52,0.512,0.0618,135.378,619079.0,4.0
2303,Neutral Snap,Butterscotch,0.429,0.271,7.0,-16.013,1.0,0.0283,0.865,0.0435,0.372,0.482,178.329,200162.0,4.0
2304,Gus Dapperton,Palms (with Channel Tres),0.389,0.0851,5.0,-15.477,1.0,0.0346,0.982,0.00187,0.101,0.364,184.298,200813.0,4.0
2305,Pink Floyd,Sheep,0.792,0.798,1.0,-5.146,1.0,0.0544,0.0486,0.000166,0.0815,0.722,129.979,168920.0,4.0
2306,Fleetwood Mac,Show Me a Smile,0.639,0.694,10.0,-8.667,0.0,0.0421,0.0015,0.00602,0.0587,0.338,128.033,215149.0,4.0
2307,Fleetwood Mac,Songbird - 2004 Remaster,0.523,0.821,9.0,-4.352,1.0,0.0317,0.000241,0.0198,0.109,0.46,95.992,280086.0,4.0
2308,AmirSaysNothing,Clockwatch,0.626,0.788,4.0,-7.609,0.0,0.0421,0.248,0.562,0.098,0.728,157.006,260017.0,4.0
2309,ufo ufo,Barely Alive,0.697,0.514,8.0,-8.627,1.0,0.0286,0.0302,0.532,0.212,0.44,136.071,393640.0,4.0
2310,The Knocks,Bittersweet Symphony,0.588,0.856,9.0,-5.242,0.0,0.0316,0.000818,0.0739,0.238,0.635,96.966,175044.0,4.0
2311,Lipstick Jodi,"Notice (Now, Now Remix)",0.703,0.837,2.0,-3.284,1.0,0.0337,0.0165,0.0,0.0351,0.848,99.987,208950.0,4.0
2312,Groove Armada,At the River,0.679,0.523,1.0,-7.244,1.0,0.0289,0.0978,0.000279,0.122,0.501,127.987,172500.0,4.0
2313,Twenty One Pilots,Shy Away,0.632,0.803,1.0,-2.839,0.0,0.0432,0.126,0.0117,0.411,0.586,113.049,202965.0,4.0
2314,La Bouquet,Easy,0.712,0.71,11.0,-5.401,0.0,0.0267,0.0277,0.817,0.257,0.782,119.996,167733.0,4.0
2315,Shawn Mathews,Sunshine,0.62,0.513,6.0,-7.14,1.0,0.0446,0.218,0.0,0.252,0.666,76.037,165000.0,4.0
2316,MELVV,Nectarines (feat. Royal & the Serpent),0.607,0.851,4.0,-7.754,0.0,0.0364,0.623,0.351,0.107,0.479,168.049,188571.0,4.0
2317,Chiiild,Sleepwalking,0.386,0.87,0.0,-6.024,1.0,0.125,0.00241,0.0504,0.156,0.888,80.342,198920.0,4.0
2318,Julia Wolf,Hydra,0.551,0.873,5.0,-4.13,0.0,0.0422,0.000745,0.0076,0.193,0.35,118.018,194480.0,4.0
2319,bbno$,help herself,0.658,0.814,0.0,-4.631,1.0,0.0558,0.229,0.00676,0.216,0.69,108.016,183602.0,4.0
2320,Magic City Hippies,Indiana,0.327,0.742,9.0,-6.556,1.0,0.0362,0.000672,0.041,0.154,0.701,102.024,164472.0,3.0
2321,Smallpools,simulation,0.661,0.682,2.0,-5.628,1.0,0.0281,0.0956,0.0942,0.106,0.337,126.024,194867.0,4.0
