,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Billy Joel,It's Still Rock and Roll to Me,0.737,0.73,0.0,-5.149,1.0,0.144,0.168,5.11e-06,0.0912,0.575,140.398,177373.0,4.0
1,Billy Joel,You May Be Right,0.564,0.975,9.0,-4.113,1.0,0.0493,0.217,2.06e-06,0.334,0.964,150.459,253787.0,4.0
2,Billy Joel,Pressure,0.526,0.783,9.0,-5.925,0.0,0.0587,0.0225,0.000253,0.102,0.795,148.584,280213.0,4.0
3,Billy Joel,The Longest Time,0.637,0.395,3.0,-7.355,1.0,0.0255,0.187,0.0,0.08,0.602,84.079,219333.0,4.0
4,Billy Joel,Tell Her About It,0.689,0.913,8.0,-3.94,1.0,0.0839,0.00808,0.0,0.273,0.783,90.992,230453.0,4.0
5,Billy Joel,We Didn't Start the Fire,0.706,0.973,7.0,-4.536,1.0,0.054,0.0972,0.0,0.356,0.901,144.826,291053.0,4.0
6,Billy Joel,Only the Good Die Young,0.58,0.87,0.0,-6.144,1.0,0.164,0.158,0.0,0.0784,0.751,75.653,235227.0,4.0
7,Billy Joel,Movin' Out (Anthony's Song),0.668,0.89,2.0,-5.005,0.0,0.0329,0.45,1.94e-05,0.0545,0.893,133.876,209853.0,4.0
8,Billy Joel,New York State of Mind,0.496,0.401,0.0,-8.249,1.0,0.0343,0.481,2.47e-05,0.156,0.19,121.222,362547.0,4.0
9,Billy Joel,Piano Man,0.33,0.551,0.0,-6.506,1.0,0.0275,0.606,3.23e-06,0.187,0.414,177.654,339027.0,3.0
10,The Creepshow,Someday,0.501,0.968,0.0,-2.694,0.0,0.0743,0.00264,1.33e-05,0.218,0.569,106.095,176960.0,4.0
11,The Creepshow,They All Fall Down,0.577,0.896,10.0,-2.963,0.0,0.138,0.000331,0.000765,0.345,0.731,100.04,149213.0,4.0
12,The Creepshow,Sleep Tight,0.554,0.521,5.0,-4.499,1.0,0.0288,0.173,0.0,0.157,0.342,109.893,235213.0,3.0
13,The Creepshow,Keep Dreaming,0.394,0.989,1.0,-2.182,0.0,0.162,0.000147,0.00664,0.311,0.577,159.006,176653.0,4.0
14,The Creepshow,Going Down,0.512,0.952,4.0,-2.67,0.0,0.0678,0.000818,0.0028,0.392,0.563,115.045,164173.0,4.0
15,Mad Marge and the Stonecutters,Ode to the Devil,0.35,0.977,1.0,-3.08,1.0,0.112,0.00022,0.0589,0.083,0.461,142.045,283373.0,4.0
16,Mad Marge and the Stonecutters,Katie's Ghost,0.427,0.926,9.0,-4.086,0.0,0.0443,0.000457,6.62e-05,0.0817,0.786,77.641,307987.0,4.0
17,Linkin Park,Keys to the Kingdom,0.395,0.976,7.0,-4.553,1.0,0.137,0.00735,0.000222,0.379,0.334,184.011,218547.0,4.0
18,Linkin Park,All for Nothing (feat. Page Hamilton),0.461,0.958,4.0,-3.852,0.0,0.124,0.000203,9.33e-06,0.459,0.264,159.974,213653.0,4.0
19,Linkin Park,Guilty All the Same (feat. Rakim),0.566,0.969,2.0,-3.369,0.0,0.046,0.0287,0.000442,0.281,0.641,100.012,355120.0,4.0
20,Linkin Park,Wastelands,0.44,0.993,2.0,-3.481,0.0,0.184,0.0104,0.0,0.964,0.614,169.77,195893.0,4.0
21,Linkin Park,Until It's Gone,0.47,0.878,4.0,-3.391,0.0,0.0429,0.0172,0.054,0.235,0.322,114.986,233240.0,4.0
22,Linkin Park,Rebellion (feat. Daron Malakian),0.508,0.971,8.0,-3.027,1.0,0.0788,0.00145,0.0,0.62,0.325,130.023,224160.0,4.0
23,Linkin Park,LOST IN THE ECHO,0.546,0.98,9.0,-3.02,0.0,0.0619,0.0154,0.0,0.31,0.478,120.037,205120.0,4.0
24,Linkin Park,UNTIL IT BREAKS,0.316,0.835,2.0,-6.67,1.0,0.321,0.0489,0.000774,0.287,0.415,170.061,223400.0,4.0
25,Linkin Park,IN MY REMAINS,0.553,0.907,9.0,-5.623,0.0,0.0484,0.00401,0.0,0.266,0.451,100.967,200693.0,4.0
26,Linkin Park,BURN IT DOWN,0.585,0.972,9.0,-4.45,0.0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253.0,4.0
27,Linkin Park,When They Come for Me,0.547,0.936,1.0,-4.232,1.0,0.049,0.00306,0.27,0.278,0.445,91.997,293453.0,4.0
28,Linkin Park,Leave Out All The Rest,0.509,0.629,0.0,-6.434,1.0,0.0335,0.209,1.99e-06,0.369,0.237,80.012,209307.0,4.0
29,Linkin Park,Bleed It Out,0.529,0.967,1.0,-3.647,0.0,0.0508,0.114,0.0,0.61,0.596,140.127,166373.0,4.0
30,Linkin Park,Shadow of the Day,0.534,0.393,11.0,-7.813,1.0,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360.0,4.0
31,Linkin Park,What I've Done,0.623,0.93,5.0,-5.285,1.0,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613.0,4.0
32,Linkin Park,Hands Held High,0.565,0.603,9.0,-8.597,1.0,0.0329,0.324,4.87e-05,0.195,0.132,104.0,233133.0,4.0
33,Linkin Park,No More Sorrow,0.571,0.934,3.0,-4.22,0.0,0.0531,0.00316,6.21e-06,0.197,0.409,132.594,221720.0,4.0
34,Linkin Park,In Between,0.458,0.51,10.0,-10.424,0.0,0.0409,0.335,0.00425,0.105,0.275,193.947,196747.0,4.0
35,Linkin Park,In Pieces,0.508,0.886,8.0,-6.074,1.0,0.0408,0.009,2.13e-06,0.136,0.79,160.11,218013.0,4.0
36,Linkin Park,The Little Things Give You Away,0.562,0.479,7.0,-7.233,1.0,0.0278,0.036,0.000126,0.0562,0.113,140.051,383507.0,3.0
37,Linkin Park,Don't Stay,0.488,0.995,1.0,-3.096,0.0,0.108,0.00153,0.0,0.911,0.679,90.058,187933.0,4.0
38,Linkin Park,Somewhere I Belong,0.451,0.951,1.0,-3.754,1.0,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933.0,4.0
39,Linkin Park,Lying from You,0.535,0.951,3.0,-3.324,0.0,0.18,0.00777,0.0,0.0669,0.723,160.102,175373.0,4.0
40,Linkin Park,Hit the Floor,0.74,0.959,9.0,-3.692,1.0,0.193,0.0629,0.0,0.0444,0.878,150.007,164213.0,4.0
41,Linkin Park,Easier to Run,0.545,0.861,3.0,-4.819,0.0,0.034,0.0624,0.0,0.131,0.279,105.017,204173.0,4.0
42,Linkin Park,Faint,0.554,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0,4.0
43,Linkin Park,Figure.09,0.518,0.951,9.0,-3.198,1.0,0.0529,0.00919,0.0,0.148,0.537,98.068,197507.0,4.0
44,Linkin Park,Breaking the Habit,0.579,0.849,4.0,-5.218,0.0,0.0303,0.108,0.0,0.0909,0.581,100.021,196907.0,4.0
45,Linkin Park,From the Inside,0.466,0.965,1.0,-2.597,0.0,0.0904,0.042,0.0,0.101,0.453,95.028,173933.0,3.0
46,Linkin Park,Numb,0.496,0.863,9.0,-4.153,1.0,0.0381,0.0046,0.0,0.639,0.243,110.018,185587.0,4.0
47,Linkin Park,Enth E Nd (Kutmasta Kurt Reanimation) [feat. Motion Man],0.752,0.796,6.0,-7.536,1.0,0.0503,0.00498,0.000245,0.471,0.887,104.992,243613.0,4.0
48,Linkin Park,Papercut,0.524,0.939,9.0,-3.994,1.0,0.113,0.00022,0.0,0.623,0.661,150.184,184867.0,4.0
49,Linkin Park,One Step Closer,0.492,0.969,9.0,-4.419,1.0,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333.0,4.0
50,Linkin Park,With You,0.421,0.978,6.0,-4.004,0.0,0.302,0.0037,0.0,0.111,0.359,196.921,203267.0,4.0
51,Linkin Park,Points of Authority,0.512,0.97,8.0,-3.886,0.0,0.212,0.03,0.0,0.0994,0.427,94.952,200240.0,4.0
52,Linkin Park,Crawling,0.58,0.702,4.0,-5.565,1.0,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,208960.0,4.0
53,Linkin Park,Runaway,0.636,0.884,7.0,-4.743,1.0,0.0584,0.0142,0.0,0.253,0.446,109.16,183973.0,4.0
54,Linkin Park,By Myself,0.544,0.935,6.0,-4.159,0.0,0.173,0.0171,0.00301,0.297,0.339,103.026,189800.0,4.0
55,Linkin Park,In the End,0.556,0.864,3.0,-5.87,0.0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880.0,4.0
56,Linkin Park,A Place for My Head,0.603,0.908,11.0,-5.254,1.0,0.184,0.0144,0.0,0.671,0.457,133.063,184640.0,4.0
57,Linkin Park,Forgotten,0.615,0.947,8.0,-3.817,0.0,0.11,0.0132,0.0,0.366,0.498,108.193,194427.0,4.0
58,Linkin Park,Pushing Me Away,0.484,0.913,6.0,-4.305,1.0,0.0425,0.000391,0.0,0.309,0.279,103.103,191440.0,4.0
59,Breaking Benjamin,Fade Away,0.166,0.949,10.0,-3.439,0.0,0.198,0.000156,2.11e-05,0.192,0.307,172.816,196027.0,4.0
60,Breaking Benjamin,I Will Not Bow,0.533,0.955,8.0,-3.708,1.0,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,216733.0,4.0
61,Breaking Benjamin,Crawl,0.256,0.916,5.0,-3.383,0.0,0.0761,1.09e-05,1.01e-05,0.208,0.41,169.11,238907.0,4.0
62,Breaking Benjamin,Dear Agony,0.358,0.75,3.0,-3.572,1.0,0.0414,8.49e-05,0.0,0.113,0.218,125.103,258253.0,4.0
63,Breaking Benjamin,Breath,0.467,0.865,5.0,-4.158,0.0,0.0351,0.000127,0.000339,0.088,0.328,91.447,218467.0,4.0
64,Breaking Benjamin,Dance With The Devil,0.345,0.929,3.0,-4.469,0.0,0.142,0.00015,0.00106,0.129,0.181,155.041,227107.0,3.0
65,Three Days Grace,Break,0.578,0.897,0.0,-3.906,1.0,0.0357,0.000666,0.0,0.0924,0.737,115.491,193107.0,4.0
66,Three Days Grace,World so Cold,0.481,0.82,8.0,-3.508,1.0,0.031,0.00858,0.0,0.0756,0.345,139.936,243000.0,4.0
67,Three Days Grace,The Good Life,0.548,0.911,10.0,-3.701,1.0,0.0397,0.000345,0.0,0.23,0.654,128.036,173173.0,4.0
68,Three Days Grace,Just Like You,0.373,0.737,1.0,-5.282,1.0,0.0297,9.4e-06,0.0,0.0696,0.565,177.9,186893.0,4.0
69,Three Days Grace,I Hate Everything About You,0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,231480.0,4.0
70,Three Days Grace,Pain,0.416,0.741,7.0,-4.001,1.0,0.0335,0.00804,0.0,0.273,0.286,160.515,202973.0,4.0
71,Three Days Grace,Animal I Have Become,0.553,0.853,8.0,-3.668,1.0,0.0339,0.000684,0.0,0.126,0.506,122.023,231400.0,4.0
72,Three Days Grace,Never Too Late,0.433,0.778,2.0,-4.68,0.0,0.0371,0.00838,0.0,0.163,0.217,149.864,209333.0,4.0
73,Three Days Grace,Get Out Alive,0.493,0.896,7.0,-4.569,0.0,0.0365,0.000319,0.0,0.0869,0.0791,117.964,262493.0,4.0
74,Three Days Grace,Riot,0.185,0.948,8.0,-3.892,1.0,0.147,0.0104,0.0,0.105,0.316,196.578,207587.0,3.0
75,Three Days Grace,Over and Over,0.434,0.763,0.0,-4.123,1.0,0.0327,0.0283,0.0,0.153,0.249,138.941,191907.0,4.0
76,Three Days Grace,Gone Forever,0.409,0.761,2.0,-4.514,1.0,0.031,0.0175,0.0,0.114,0.271,155.901,221093.0,4.0
77,blink-182,I Miss You,0.657,0.776,11.0,-6.382,1.0,0.0338,0.00162,4.5e-06,0.0824,0.601,109.997,227213.0,4.0
78,blink-182,Always,0.474,0.948,11.0,-3.77,1.0,0.0933,0.0104,0.0184,0.149,0.593,158.306,251827.0,4.0
79,blink-182,First Date,0.575,0.932,0.0,-4.376,1.0,0.0457,0.000769,0.0,0.358,0.836,95.592,169747.0,4.0
80,blink-182,Stay Together For The Kids,0.524,0.777,2.0,-4.943,1.0,0.0363,0.0014,1.38e-05,0.157,0.17,145.116,239547.0,4.0
81,blink-182,What's My Age Again?,0.403,0.956,6.0,-7.376,1.0,0.0732,0.017,7.09e-05,0.0893,0.561,157.706,148573.0,4.0
82,blink-182,All The Small Things,0.439,0.891,0.0,-4.764,1.0,0.057,0.0122,0.0,0.547,0.695,148.599,168000.0,4.0
83,blink-182,Carousel,0.4,0.964,2.0,-5.072,1.0,0.0951,0.000195,6.64e-06,0.0722,0.409,103.138,160000.0,4.0
84,blink-182,Josie,0.435,0.979,11.0,-5.154,1.0,0.105,5.96e-05,0.000265,0.128,0.611,99.956,199827.0,4.0
85,Tom Petty and the Heartbreakers,Learning To Fly,0.651,0.766,0.0,-9.935,1.0,0.0299,0.206,0.00103,0.362,0.949,116.74,242107.0,4.0
86,Tom Petty and the Heartbreakers,Into The Great Wide Open,0.608,0.583,4.0,-9.727,0.0,0.0235,0.188,0.0,0.129,0.714,82.227,223333.0,4.0
87,Tom Petty and the Heartbreakers,Don't Come Around Here No More,0.502,0.54,10.0,-15.93,1.0,0.0318,0.00105,0.00849,0.243,0.922,160.531,307333.0,4.0
88,Tom Petty and the Heartbreakers,Refugee,0.579,0.705,6.0,-4.911,0.0,0.0339,0.0273,0.0,0.0704,0.761,116.173,201693.0,4.0
89,Tom Petty and the Heartbreakers,Don't Do Me Like That,0.758,0.805,0.0,-4.243,1.0,0.0279,0.211,1.53e-05,0.0982,0.961,116.543,161787.0,4.0
90,Tom Petty and the Heartbreakers,Listen to Her Heart,0.481,0.906,9.0,-3.705,1.0,0.0349,0.334,0.603,0.043,0.364,127.955,184960.0,4.0
91,Tom Petty and the Heartbreakers,American Girl,0.55,0.824,2.0,-5.988,1.0,0.0334,0.448,0.000127,0.366,0.777,114.512,214733.0,4.0
92,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,0.402,0.814,10.0,-4.954,1.0,0.14,0.0383,1.19e-06,0.266,0.516,170.02,272267.0,4.0
93,Tom Petty and the Heartbreakers,Runnin' Down A Dream,0.467,0.955,9.0,-6.043,1.0,0.0462,0.00072,0.426,0.494,0.68,169.776,264333.0,4.0
94,Pearl Jam,Alive,0.284,0.875,11.0,-6.069,0.0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907.0,4.0
95,Pearl Jam,Jeremy,0.285,0.846,2.0,-6.472,1.0,0.0438,0.0404,0.0,0.182,0.287,108.808,318227.0,4.0
96,Pearl Jam,Unthought Known,0.618,0.569,0.0,-6.707,1.0,0.0316,0.003,7.38e-06,0.0992,0.655,118.767,248667.0,4.0
97,Pearl Jam,Oceans,0.362,0.377,7.0,-10.142,1.0,0.034,0.512,0.101,0.175,0.147,112.393,161893.0,5.0
98,3 Doors Down,Kryptonite,0.545,0.865,11.0,-5.708,0.0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,233933.0,4.0
99,3 Doors Down,Here Without You,0.557,0.533,10.0,-6.817,0.0,0.0252,0.0492,0.0,0.205,0.233,143.994,238733.0,4.0
100,3 Doors Down,When I'm Gone,0.53,0.768,7.0,-5.611,1.0,0.0284,0.00385,0.0,0.103,0.374,148.095,260333.0,4.0
101,Creed,With Arms Wide Open,0.41,0.539,0.0,-8.412,1.0,0.0302,0.00425,0.00089,0.117,0.141,138.852,274800.0,4.0
102,Creed,Higher,0.459,0.83,2.0,-6.254,1.0,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,316733.0,4.0
103,Creed,My Own Prison,0.505,0.778,10.0,-4.778,1.0,0.0398,0.0277,0.00275,0.115,0.284,140.493,298800.0,4.0
104,Fastball,The Way,0.646,0.882,6.0,-5.648,0.0,0.0346,0.143,9.67e-06,0.335,0.908,120.837,257093.0,4.0
105,Everlast,What It's Like,0.678,0.556,0.0,-7.423,1.0,0.0281,0.0904,0.0334,0.0866,0.405,85.158,303133.0,4.0
106,Alice In Chains,Rooster,0.271,0.551,3.0,-8.46,1.0,0.0272,0.0307,0.000581,0.118,0.2,143.899,374333.0,3.0
107,Alice In Chains,Man in the Box,0.355,0.791,8.0,-7.565,1.0,0.0453,0.00045,0.0,0.0969,0.758,106.392,285200.0,4.0
108,"Earth, Wind & Fire",September,0.697,0.809,9.0,-8.197,1.0,0.0302,0.114,0.000521,0.183,0.98,125.941,214827.0,4.0
109,Steve Miller Band,The Joker,0.596,0.448,5.0,-9.616,1.0,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504.0,4.0
110,Steve Miller Band,Take The Money And Run,0.587,0.603,0.0,-13.399,1.0,0.0437,0.0189,0.0,0.0967,0.878,98.114,172973.0,4.0
111,Steve Miller Band,Something To Believe In,0.349,0.339,1.0,-11.807,1.0,0.0279,0.665,0.0326,0.147,0.519,176.349,281024.0,4.0
112,Steve Miller Band,Jet Airliner,0.585,0.619,5.0,-12.923,1.0,0.0324,0.0405,3.48e-05,0.326,0.933,122.872,265840.0,4.0
113,Steve Miller Band,Fly Like An Eagle,0.351,0.72,9.0,-13.186,0.0,0.0789,0.482,0.000517,0.336,0.604,94.989,184693.0,4.0
114,Steve Miller Band,Abracadabra,0.79,0.537,9.0,-13.272,0.0,0.036,0.0775,3.01e-06,0.173,0.964,127.511,307400.0,4.0
115,Red Hot Chili Peppers,Dani California,0.556,0.913,0.0,-2.36,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160.0,4.0
116,Red Hot Chili Peppers,Snow (Hey Oh),0.427,0.9,11.0,-3.674,1.0,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667.0,4.0
117,Red Hot Chili Peppers,By the Way,0.452,0.976,0.0,-4.349,1.0,0.117,0.016,0.00631,0.0985,0.178,123.035,216973.0,4.0
118,Red Hot Chili Peppers,Otherside,0.458,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373.0,4.0
119,Modest Mouse,Float On,0.649,0.888,6.0,-4.807,1.0,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,208467.0,4.0
120,Modest Mouse,Dashboard,0.639,0.903,11.0,-5.013,0.0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,246173.0,4.0
121,Modest Mouse,"The Ground Walks, with Time in a Box",0.65,0.957,9.0,-3.4,0.0,0.0439,0.0102,0.0125,0.193,0.877,128.009,370387.0,4.0
122,Modest Mouse,Coyotes,0.557,0.505,4.0,-6.805,0.0,0.0273,0.0769,0.0243,0.0909,0.463,108.166,210933.0,3.0
123,Modest Mouse,Sugar Boats,0.396,0.949,2.0,-2.842,1.0,0.0637,0.0159,0.000789,0.0899,0.661,88.435,243120.0,4.0
124,Modest Mouse,Missed the Boat,0.71,0.698,2.0,-5.797,1.0,0.0332,0.0697,0.0,0.478,0.852,104.007,264813.0,4.0
125,Modest Mouse,Little Motel,0.616,0.462,0.0,-9.135,1.0,0.0271,0.279,0.00473,0.153,0.23,101.983,284187.0,4.0
126,Modest Mouse,Spitting Venom,0.305,0.613,9.0,-4.652,0.0,0.047,0.00708,0.00245,0.121,0.547,183.992,507160.0,4.0
127,Modest Mouse,Ocean Breathes Salty,0.646,0.964,7.0,-3.177,1.0,0.0369,0.0407,3.65e-06,0.293,0.747,95.479,224333.0,4.0
128,Modest Mouse,The Good Times Are Killing Me,0.691,0.551,5.0,-8.984,1.0,0.0389,0.386,0.00115,0.223,0.654,93.979,256800.0,4.0
129,Modest Mouse,Dramamine,0.376,0.736,4.0,-9.438,0.0,0.0412,0.326,0.105,0.107,0.796,185.12,342000.0,3.0
130,Modest Mouse,3rd Planet,0.539,0.566,7.0,-7.541,1.0,0.0844,0.297,6.13e-06,0.12,0.422,82.278,239133.0,4.0
131,Modest Mouse,Tiny Cities Made Of Ashes,0.727,0.76,8.0,-6.695,1.0,0.0363,0.0129,0.0443,0.104,0.727,122.611,221867.0,4.0
132,Modest Mouse,What People Are Made Of,0.405,0.812,11.0,-5.442,0.0,0.0486,0.000247,0.373,0.23,0.569,165.854,135640.0,4.0
133,The Neighbourhood,Prey,0.517,0.779,9.0,-5.005,0.0,0.0477,0.0258,0.0,0.0622,0.197,115.206,282640.0,4.0
134,The Neighbourhood,Cry Baby,0.581,0.656,4.0,-4.891,0.0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,235160.0,4.0
135,The Neighbourhood,Wiped Out!,0.571,0.737,9.0,-6.53,0.0,0.027,0.0113,0.000477,0.3,0.0656,127.975,373373.0,4.0
136,The Neighbourhood,The Beach,0.245,0.64,2.0,-7.426,0.0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,255133.0,4.0
137,The Neighbourhood,Daddy Issues,0.588,0.521,10.0,-9.461,1.0,0.0329,0.0678,0.149,0.123,0.337,85.012,260173.0,4.0
138,The Neighbourhood,Baby Came Home 2 / Valentines,0.21,0.499,2.0,-9.754,0.0,0.0485,0.0687,0.00315,0.773,0.108,74.094,390493.0,4.0
139,The Neighbourhood,Greetings from Califournia,0.488,0.725,5.0,-7.692,0.0,0.0513,0.178,2.33e-06,0.661,0.309,81.235,244040.0,4.0
140,The Neighbourhood,Ferrari,0.442,0.652,11.0,-8.636,0.0,0.0405,0.00235,1.06e-06,0.5,0.18,75.576,184173.0,4.0
141,The Neighbourhood,Single,0.249,0.492,2.0,-7.108,0.0,0.0352,0.755,0.0,0.243,0.34,54.134,262320.0,4.0
142,The Neighbourhood,R.I.P. 2 My Youth,0.353,0.686,7.0,-5.704,0.0,0.0534,0.00216,0.0,0.123,0.177,94.47,205280.0,4.0
143,The Neighbourhood,Sweater Weather,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,4.0
144,The Neighbourhood,Afraid,0.464,0.701,6.0,-5.693,0.0,0.0411,0.00892,0.309,0.335,0.356,83.996,251187.0,4.0
145,The Neighbourhood,How,0.382,0.749,7.0,-5.683,0.0,0.0379,0.00206,0.687,0.0668,0.0572,151.883,314827.0,4.0
146,The Neighbourhood,Let It Go,0.49,0.79,5.0,-4.833,0.0,0.0699,0.0156,0.00118,0.219,0.285,149.903,197267.0,4.0
147,The Neighbourhood,Alleyways,0.622,0.831,5.0,-4.819,0.0,0.0273,0.00102,0.803,0.119,0.363,101.03,267853.0,4.0
148,The Neighbourhood,Flawless,0.568,0.871,0.0,-3.453,1.0,0.0308,0.0553,0.51,0.303,0.374,119.99,246493.0,4.0
149,The Neighbourhood,Leaving Tonight,0.566,0.681,9.0,-5.443,0.0,0.0299,0.0149,0.0,0.104,0.187,119.916,203880.0,4.0
150,The Neighbourhood,No Grey,0.83,0.828,9.0,-5.562,0.0,0.0494,0.0509,0.00824,0.331,0.665,89.905,206960.0,4.0
151,The Neighbourhood,Honest,0.578,0.37,6.0,-13.379,0.0,0.0506,0.00849,0.00937,0.131,0.0635,96.243,237560.0,4.0
152,The Neighbourhood,Everybody's Watching Me (Uh Oh),0.491,0.944,4.0,-2.879,0.0,0.0558,0.0904,0.565,0.0963,0.493,150.105,238027.0,4.0
153,The Neighbourhood,Wires,0.553,0.587,7.0,-5.924,0.0,0.0327,0.000439,0.326,0.329,0.28,146.045,192600.0,4.0
154,The Neighbourhood,Float,0.563,0.882,8.0,-4.152,0.0,0.0639,0.0297,0.000231,0.146,0.469,123.945,261200.0,4.0
155,The Neighbourhood,Staying Up,0.394,0.855,2.0,-4.204,1.0,0.0554,0.0339,0.0132,0.243,0.316,175.902,268173.0,4.0
156,The Neighbourhood,Female Robbery,0.519,0.897,7.0,-3.167,0.0,0.0276,0.0071,0.539,0.211,0.335,88.113,209520.0,4.0
157,The Neighbourhood,Baby Came Home,0.639,0.571,0.0,-5.766,1.0,0.0284,0.0127,0.00283,0.0963,0.273,113.037,226893.0,4.0
158,The Neighbourhood,#icanteven,0.542,0.63,6.0,-9.41,0.0,0.0886,0.104,1.57e-05,0.0812,0.164,113.956,234253.0,4.0
159,Sir Sly,Gold,0.491,0.859,10.0,-3.856,0.0,0.0422,0.367,0.000355,0.326,0.268,90.125,231760.0,4.0
160,Sir Sly,You Haunt Me,0.568,0.87,7.0,-4.099,1.0,0.0602,0.0584,2.9e-05,0.208,0.596,142.062,221947.0,4.0
161,Sir Sly,Ghost,0.321,0.777,4.0,-4.856,0.0,0.0751,0.335,0.692,0.109,0.308,85.022,217320.0,4.0
162,Sir Sly,Found You Out,0.594,0.855,2.0,-5.153,1.0,0.0518,0.0175,0.0164,0.122,0.396,126.984,217293.0,4.0
163,Sir Sly,Nowhere / Bloodlines Pt. I,0.494,0.74,2.0,-6.51,1.0,0.0454,0.25,0.00678,0.0837,0.179,133.002,271667.0,4.0
164,Sir Sly,Inferno,0.591,0.819,0.0,-4.692,1.0,0.112,0.506,0.0457,0.204,0.599,84.048,169400.0,4.0
165,Sir Sly,Leave You,0.63,0.861,7.0,-2.767,1.0,0.0442,0.422,0.0233,0.0624,0.531,98.51,193227.0,4.0
166,Sir Sly,Too Far Gone,0.494,0.793,9.0,-3.777,0.0,0.0419,0.0827,3.32e-05,0.296,0.482,158.08,206760.0,4.0
167,Young the Giant,Cough Syrup,0.534,0.721,11.0,-7.307,0.0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,249520.0,3.0
168,Young the Giant,Apartment,0.57,0.733,2.0,-7.194,1.0,0.0306,0.00686,0.000131,0.21,0.334,109.97,235800.0,4.0
169,Young the Giant,Your Side,0.564,0.775,9.0,-8.48,1.0,0.0381,0.124,5.52e-06,0.119,0.545,142.994,230947.0,4.0
170,Young the Giant,Guns Out,0.57,0.623,9.0,-8.032,1.0,0.0317,0.0226,0.0,0.0874,0.658,106.006,284827.0,4.0
171,Young the Giant,Mind Over Matter,0.466,0.763,0.0,-4.448,1.0,0.0318,0.000501,0.0,0.0973,0.293,154.914,244693.0,4.0
172,Young the Giant,Crystallized,0.478,0.879,0.0,-3.765,1.0,0.0396,0.0362,0.0,0.182,0.582,162.918,240520.0,4.0
173,Milky Chance,Stolen Dance,0.885,0.581,11.0,-8.813,1.0,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684.0,4.0
174,Milky Chance,Flashed Junk Mind,0.839,0.84,11.0,-8.721,1.0,0.0474,0.389,0.0319,0.114,0.904,117.98,262000.0,4.0
175,Milky Chance,Fairytale,0.756,0.806,7.0,-9.188,0.0,0.0309,0.0741,0.162,0.101,0.938,106.023,256000.0,4.0
176,Milky Chance,Sadnecessary,0.757,0.542,9.0,-10.674,1.0,0.0775,0.796,0.0196,0.265,0.466,107.988,298000.0,4.0
177,Milky Chance,Sweet Sun,0.645,0.92,7.0,-7.113,1.0,0.042,0.0678,0.0,0.0797,0.921,115.995,274000.0,4.0
178,Halsey,Gasoline,0.731,0.58,10.0,-7.328,0.0,0.0399,0.223,0.0,0.129,0.319,119.997,199593.0,4.0
179,Halsey,Hold Me Down,0.677,0.744,1.0,-4.512,0.0,0.0882,0.279,0.0,0.119,0.531,145.928,204785.0,4.0
180,Halsey,Ghost,0.57,0.606,7.0,-8.085,1.0,0.129,0.0529,0.000727,0.134,0.212,95.038,153657.0,4.0
181,Halsey,Castle,0.626,0.571,7.0,-7.461,0.0,0.0327,0.25,0.0,0.0946,0.164,129.959,277623.0,4.0
182,Halsey,Control,0.549,0.675,4.0,-5.637,0.0,0.0332,0.399,0.0,0.181,0.206,119.898,214762.0,4.0
183,Halsey,Haunting,0.461,0.696,9.0,-5.752,0.0,0.0486,0.015,0.000491,0.21,0.311,180.006,260797.0,4.0
184,Two Door Cinema Club,What You Know,0.556,0.763,6.0,-3.952,0.0,0.0413,0.000728,6.79e-06,0.071,0.814,138.986,191400.0,4.0
185,Two Door Cinema Club,Come Back Home,0.597,0.877,5.0,-5.038,0.0,0.0554,0.00113,0.0163,0.537,0.501,124.925,203960.0,4.0
